likely_mpid,expt_gap,formula
mp-1658,2.25,Tl2O3
mp-9510,2.2,Tl2PAuS4
mp-556516,1.0,Tl2S
,0.37,Tl2Se
,0.67,Tl2Te3As2Se
mp-31076,2.06,Tl2TeBr6
mp-31077,1.47,Tl2TeI6
mp-17172,1.6,Tl2TeS3
mp-7684,1.3,Tl3AsSe3
,0.0,Tl3Cr
,0.0,Tl3Ir
,0.0,Tl3Pb
,0.0,Tl3Si
mp-570339,2.8,Tl4CdI6
mp-1191858,2.2,Tl4CuTeO6
,2.63,Tl4In3GaS8
mp-174,0.0,Tl5Te3
,2.3,Tl6Cu(TeO5)2
,0.0,Tl8Os8O27
,0.0,Tl9SbSe6
,0.72,TlAgSe2
mp-10006,0.1,TlAgTe2
mp-4988,2.15,TlAsS2
mp-30236,1.35,TlAsSe2
mp-27438,0.12,TlBiTe2
,0.5,TlBiTe3
mp-7708,1.5,TlCdS2
,0.0,TlCoBi
,0.0,TlCoMo2
,0.75,TlCr5(Se3S)2
,0.85,TlCr5(SeS)4
,0.94,TlCr5(SeS3)2
mp-541823,1.01,TlCr5S8
,0.89,TlCr5Se3S5
,0.8,TlCr5Se5S3
,0.71,TlCr5Se7S
mp-3407,0.67,TlCr5Se8
,0.97,TlCr5SeS7
mp-1105457,2.98,TlCuCl3
mp-14090,1.07,TlCuSe2
mp-23415,0.0,TlFeI3
mp-4016,3.4,TlGaS2
mp-17254,1.65,TlGaSe2
mp-3785,1.8,TlGaTe2
mp-1204377,3.03,TlHg6S4Br5
mp-1202157,2.8,TlHg6Se4Br5
,2.3,TlInGeS4
mp-1190524,1.74,TlInHgS3
mp-22791,0.62,TlInTe2
,1.4,TlN
mp-870,3.58,TlN3
,0.0,TlNi
,1.6,TlPS2
,0.5,TlPSe2
mp-561066,1.36,TlS
,1.8,TlS2
,0.82,TlSbSe2
,0.38,TlSbTe3
mp-2556,0.0,TlSn
,1.2,TlSnAuSe3
mp-2081,0.0,TlTe
,0.3,TlTeP
,0.0,TlZn2Tc
mp-3262,0.0,Tm(CoSi)2
mp-567808,0.0,Tm(CuGe)2
,0.0,Tm(CuS)2
mp-640889,0.14,Tm(CuTe)3
mp-2938,0.0,Tm(FeSi)2
mp-570907,0.0,Tm(GeRu)2
mp-5641,0.0,Tm(MnGe)6
mp-4195,0.0,Tm(NiGe)2
mp-570217,0.0,Tm(SiOs)2
,0.0,Tm2AlOs
,0.0,Tm2CdHg
,0.0,Tm2CuTc
mp-647243,0.0,Tm2Ga10Os3
mp-21486,0.0,Tm2In
,0.0,Tm2IrPd
,0.0,Tm2MgRu
,0.0,Tm2MgTl
mp-1767,4.53,Tm2O3
mp-555716,0.0,Tm2Ru2O7
,0.0,Tm2ZnAg
,0.0,Tm2ZnGa
,0.0,Tm2ZnHg
,0.0,Tm2ZnOs
mp-9694,0.0,Tm3(GePd)4
,0.0,Tm3GaC
mp-13511,0.0,Tm4In(NiGe2)2
,1.22,Tm4Sb2Se11.68
mp-21810,0.0,Tm5(Ge5Rh2)2
,0.0,Tm5Ti5O17
mp-16518,0.0,TmAl4Ni
mp-865402,0.0,TmAlCu
mp-1101,1.18,TmAs
mp-1017507,0.0,TmAu
mp-560,0.0,TmAu2
mp-15604,0.0,TmB2C
mp-10134,0.0,TmBPd3
mp-5438,0.0,TmBRh3
,0.0,TmCdAg2
mp-1025408,0.0,TmCoSi2
mp-1025116,0.0,TmCu4Ag
mp-8123,0.0,TmCuSi
mp-998911,0.0,TmGe
mp-24727,0.0,TmH2
mp-21177,0.0,TmIn3
,0.0,TmLuPd2
,0.0,TmMg2Sc
,0.0,TmMgAg2
,0.0,TmMgCd2
mp-11615,0.0,TmMnGe
mp-554211,0.0,TmMnO3
mp-348,0.0,TmPd
mp-2520,0.0,TmSb
,0.0,TmScHg2
mp-11974,0.0,TmSnRh
,0.0,TmSnRu2
,0.0,TmThRu2
mp-515,0.0,TmTl
,0.0,TmU2S3O2
mp-4606,0.0,U(Al2Fe)4
mp-27350,0.0,U(BH4)4
mp-1079975,0.0,U(CoGe)2
mp-2971,0.0,U(CrC)4
mp-21478,0.0,U(CuP)2
mp-5683,0.0,U(MnSi)2
mp-20596,0.0,U(SiNi)2
,0.0,U11O5
mp-541853,0.0,U2(Co7B2)3
mp-8894,0.0,U2Al3C4
mp-21269,0.0,U2AlCo2
mp-30176,0.0,U2AlCo3
mp-27661,0.0,U2Cl5O2
mp-21819,0.0,U2Cr30P19
mp-572929,0.0,U2Cu2As3O
mp-570800,0.0,U2MnN3
mp-1078133,0.0,U2Re2C3
mp-639876,0.0,U2SnRh2
mp-5505,0.0,U2TeN2
mp-1709,0.0,U2Ti
mp-680401,0.0,U2Zn17
mp-23196,0.0,U3Bi4
mp-541587,0.0,U3Cu2Se7
,0.0,U3Nb
mp-567905,0.0,U3Ni3Sn4
mp-20328,0.0,U3Se4
,0.0,U4N7
mp-504442,0.0,U4Re7Si6
,0.0,U4S3
,0.0,U5Ge3
mp-582635,0.0,U6Co
mp-1723,0.0,UAl3
mp-574122,0.0,UAl4
mp-16519,0.0,UAlNi4
mp-12072,0.0,UAu2
mp-13018,0.0,UCo4Sn
mp-20811,0.0,UCoSi
mp-30534,0.0,UCuP2
mp-580439,0.0,UFe5Si3
mp-20121,0.0,UFeSi
mp-20632,0.0,UGa2
mp-31428,0.0,UGa3Ni
mp-623006,0.0,UGa5Ir
mp-21320,0.0,UGaNi
mp-20321,0.0,UGeRh
mp-567543,2.6,UHg3(TeCl3)2
mp-570252,1.9,UHg4(AsCl3)2
mp-21425,0.0,UNiSn
,1.5,UO
mp-1597,2.18,UO2
mp-1195782,1.41,UP2S7
,1.41,UP2S9
mp-30855,0.0,UPt3
mp-9937,0.0,USbSe
mp-19924,0.0,USeS
mp-2800,0.0,USi3
mp-7810,0.0,UVC2
,0.0,V12P7
,0.0,V2(OF)3
,2.0,V2Bi4O11
,2.48,V2Cd2Te2O11
mp-640159,0.0,V2GaSn2
,0.0,V2NO
,0.0,V2OsRu
mp-1203641,3.37,V2Pb4(Se2O7)3
,0.0,V2Sb(PO4)3
,0.0,V2Si2O7
,0.0,V2TcRu
mp-554700,2.96,V2Zn3TeO10
mp-18879,0.0,V2ZnO4
,0.0,V3(HO2)4
,0.0,V3Ag
mp-1194395,0.76,V3As2O9
,2.5,V3Bi(PbO4)3
,2.66,V3Cd4(TeO5)3
,0.0,V3CrO10
,0.0,V3Cu
,0.0,V3CuO8
,3.14,V3Pb2Se5O18
mp-2211,0.0,V3Pt
,0.0,V3Re
mp-2567,0.0,V3Si
mp-504625,0.0,V3SiNi2
,0.0,V4ZnO8
mp-10126,0.0,V5SiB2
,0.0,V6AgO15
mp-619128,0.0,V6PbO11
,0.0,V8O
mp-1198619,2.24,VAg(IO4)2
mp-6543,0.0,VAg(PSe3)2
,2.16,VAg2I3O11
mp-1491,0.0,VB2
,2.2,VBi(SeO4)2
,3.25,VBi24O41
,0.0,VCo
,0.0,VCu3(PO4)4
mp-3762,1.0,VCu3S4
,0.0,VFeRu2
mp-567636,0.46,VFeSb
mp-1195697,3.0,VGa(TeO4)2
,1.92,VIn(NiO3)2
mp-569250,0.0,VIr
mp-1082,0.0,VIr3
mp-11531,0.0,VNi2
,0.0,VNi5(PO4)6
mp-19184,0.3,VO
mp-1114,0.0,VP
mp-8251,0.0,VP4
mp-18835,0.0,VPO4
mp-12108,0.0,VPt2
mp-7821,0.0,VSb
mp-2540,0.0,VTc
mp-11687,0.0,VTe2
,2.51,VTeHO5
mp-1105584,2.4,VZn2BiO6
,0.0,VZnRu2
mp-2034,0.0,W2C
,0.0,W2N
,0.0,W3O7F
mp-23269,0.0,WCl3
mp-11029,0.0,Y(Al2Cu)4
mp-16744,0.0,Y(Al5Fe)2
mp-10435,0.0,Y(AlSi)2
mp-4740,0.0,Y(CrSi)2
,0.88,Y(CuSe)3
mp-3390,0.0,Y(CuSi)2
,0.72,Y(CuTe)3
mp-5288,0.0,Y(FeSi)2
mp-568940,0.0,Y(NiP)2
mp-9906,0.0,Y(Re2Si)2
mp-1080646,0.0,Y(SiPt)2
mp-3441,0.0,Y(SiRh)2
mp-568673,0.0,Y(SiRu)2
mp-11445,0.0,Y(TiGa2)2
,0.0,Y2AlZn
mp-1695,0.0,Y2C3
,0.0,Y2CuO4
mp-1025339,0.0,Y2Fe2Si2C
mp-13546,0.0,Y2Ge2O7
mp-541609,0.0,Y2Ge5Ir3
mp-18265,0.0,Y2Mo2O7
mp-2652,5.6,Y2O3
mp-504560,0.0,Y2ReB6
mp-20643,0.0,Y2Ru2O7
mp-541289,2.9,Y2S3
,0.0,Y2U3O11
,0.0,Y3(Fe31B7)2
mp-10209,0.0,Y3Al3NiGe2
,0.0,Y3Fe29
mp-21491,0.0,Y3GaCo3
mp-1189598,2.88,Y3GaS6
mp-17381,0.0,Y3Ge4
mp-14244,0.0,Y3Si3Pd2
,0.0,Y3Tm
,0.0,Y4AsSe3
mp-1200885,0.0,Y4C7
,0.0,Y4CuTe8
,2.06,Y4GaSbS9
,1.95,Y4US5O3
,2.38,Y6Zn(SiS7)2
,0.0,YAgO3
mp-29736,0.0,YAlGe
mp-1095464,0.0,YAlPd
mp-933,0.0,YAs
mp-9880,0.0,YB2C
mp-12737,0.0,YB2Rh2C
,0.8,YB66
mp-23241,0.0,YBi
,3.78,YCd4B3O10
,0.0,YCdHg2
,0.0,YCdPd2
,0.0,YCdPt2
mp-1294,0.0,YCo2
mp-22668,0.0,YCoO3
,0.0,YCu3(WO3)4
mp-2918,3.5,YCuO2
,0.0,YErRh2
mp-24650,0.0,YH2
,4.83,YH2NO5
mp-30725,0.0,YHg2
mp-22056,0.0,YIn2Ni
mp-570765,0.0,YMg4Cu
mp-13090,0.0,YMgAl
mp-13172,0.0,YMgCu4
mp-5590,0.0,YMgGa
mp-560118,3.82,YMoClO4
mp-555913,3.78,YMoO4F
mp-2114,1.9,YN
mp-7559,0.0,YNi4B
,0.27,YSbPd
mp-4964,0.16,YSbPt
,0.0,YScO2
mp-12769,0.0,YSi2
mp-20557,0.0,YSiNi
mp-21069,0.0,YSiRu
mp-11571,0.0,YSn3
,0.0,YTi4(CuO4)3
mp-4355,0.0,YTiO3
,0.0,YTmCu2
,2.09,YV(BiO4)2
,2.7,YVSeO10
,2.2,YVTeO10
,0.0,YWO3
mp-30885,0.0,YZn5
,1.58,YZnBiO4
mp-4410,0.0,Yb(Al2Mo)2
mp-573498,0.0,Yb(AlGa)2
mp-4041,0.0,Yb(AlGe)2
mp-10405,0.0,Yb(AlSi)2
,1.56,Yb(CuS)3
,0.2,Yb(CuSe)3
mp-613612,0.0,Yb(Fe2Ge)2
mp-21795,0.0,Yb(Ga4Co)2
mp-561799,2.3,Yb(GaS2)2
mp-1104171,1.8,Yb(GaSe2)2
,0.0,Yb(HO)3
mp-558464,0.0,Yb(IO3)3
,1.31,Yb(InS2)3
mp-9592,0.0,Yb(MnAs)2
mp-1194386,1.12,Yb(SbS2)2
,0.34,Yb(SbTe2)2
mp-10668,0.0,Yb(SiAg)2
mp-10626,0.0,Yb(SiRh)2
mp-8792,0.0,Yb11(Ni10C)6
,0.0,Yb14Ti10O41
,0.0,Yb16S29
mp-569434,0.0,Yb2(ZnGe)3
mp-645504,0.0,Yb23Mg4Cu7
,0.0,Yb2Ce8O19
mp-1194516,1.6,Yb2EuS4
mp-645707,1.3,Yb2EuSe4
mp-10998,0.0,Yb2Ge2Ir
,0.0,Yb2HgPb
mp-21267,0.0,Yb2InPd2
,0.0,Yb2MgS4
,0.0,Yb2MgSe4
,5.22,Yb2O3
,0.0,Yb2SmS4
mp-570050,0.0,Yb2Sn
,0.0,Yb2ZnPb
mp-3800,0.0,Yb3Al5O12
mp-3046,0.0,Yb3Sn13Rh4
,0.0,Yb3Tc
,0.0,Yb3Ti3O14
,0.0,Yb3V
,1.71,Yb4Sb2S11.25
mp-1295,0.0,Yb4Sb3
mp-570527,0.0,Yb5Au4
,0.0,Yb6U3O17
mp-569159,0.0,Yb8Ge3Sb5
mp-568559,0.0,YbAg2
mp-9776,0.0,YbAgGe
mp-13166,0.0,YbAgO2
mp-1259,0.0,YbAl3
,1.02,YbAs
mp-1025051,0.0,YbB2Rh3
,1.27,YbB66
mp-5364,0.0,YbBO3
,0.0,YbCdHg2
,1.37,YbCe2CuS5
,1.05,YbCe2CuSe5
mp-5111,0.0,YbCuGe
mp-8124,0.0,YbCuSi
,0.0,YbDyPd2
mp-972051,0.0,YbGa2Pd
mp-20498,0.0,YbGeRh
mp-1191250,0.0,YbH2ClO2
mp-1102692,0.0,YbIn4Ni
mp-672274,0.0,YbIn4Rh
mp-1584,0.0,YbIr2
mp-11098,0.0,YbMgPd
mp-704504,0.0,YbMn2O5
,1.35,YbNd2CuS5
,0.0,YbNd3
,0.0,YbNdAg2
mp-4179,0.0,YbPO4
,0.0,YbPmPt2
,0.0,YbPr11Se16
,1.25,YbPr2CuS5
mp-2235,0.0,YbRh2
,1.0,YbSb
,0.22,YbSb4Te7
mp-286,1.5,YbSe
mp-972406,0.0,YbSi2Ni
,1.28,YbSm2CuS5
,0.0,YbSmRh2
mp-16641,0.0,YbSn2Pd
mp-11973,0.0,YbSnRh
,0.75,YbSnTe2
mp-1779,1.8,YbTe
mp-16472,0.0,YbTlS2
mp-570118,0.0,YbTlSe2
mp-1103822,4.23,YbWClO4
,0.0,YbZnAu2
mp-13026,0.0,YbZnPt
,2.88,Zn(Bi19O29)2
,0.0,Zn(CoO2)2
,0.0,Zn(CuO2)2
,0.0,Zn(FeN)2
mp-15776,1.72,Zn(GaSe2)2
,1.39,Zn0.01Ga0.99As0.99Se0.01
,2.25,Zn0.01Ga0.99P0.99S0.01
,2.24,Zn0.01Ga0.99P0.99Se0.01
,0.72,Zn0.01Ga0.99Sb0.99Te0.01
,0.85,Zn0.05Ga0.95Sb0.95Te0.05
,1.47,Zn0.15Ga0.85As0.85Se0.15
,1.0,Zn0.1Ga0.9Sb0.9Te0.1
,1.51,Zn0.25Ga0.75As0.75Se0.25
,2.18,Zn0.25Ga0.75P0.75Se0.25
,1.15,Zn0.2Ga0.8Sb0.8Te0.2
,0.07,Zn0.2Hg0.8Te1
,2.3,Zn0.3Ga0.7P0.7S0.3
,1.67,Zn0.42Ga0.58As0.58Se0.42
,0.42,Zn0.4Hg0.6Se1
,0.8,Zn0.55Hg0.45Se1
,1.52,Zn0.5Ga0.5As0.5Se0.5
,2.13,Zn0.5Ga0.5P0.5Se0.5
,1.0,Zn0.65Hg0.35Se1
,1.8,Zn0.6Ga0.4As0.4Se0.6
,3.2,Zn0.75Cd0.25Se1
,1.4,Zn0.75Hg0.25Se1
,1.93,Zn0.7Ga0.3As0.3Se0.7
,2.15,Zn0.7Ga0.3P0.3Se0.7
,2.25,Zn0.85Ga0.15As0.15Se0.85
,1.8,Zn0.85Hg0.15Se1
,1.66,Zn0.86Hg0.14Te1
,1.4,Zn0.8Hg0.2Se1
,1.4,Zn0.8Hg0.2Te1
,1.9,Zn0.92Hg0.08Te1
,2.03,Zn0.94Hg0.06Te1
,2.4,Zn0.95Ga0.05P0.05Se0.95
,2.59,Zn0.99Ga0.01As0.01Se0.99
,3.7,Zn0.99Ga0.01P0.01S0.99
,2.6,Zn0.99Ga0.01P0.01Se0.99
,2.1,Zn0.99Ga0.01Sb0.01Te0.99
,2.6,Zn0.99Hg0.01Se1
,2.34,Zn0.9Ga0.1As0.1Se0.9
,2.8,Zn0.9Ga0.1P0.1S0.9
,2.3,Zn0.9Ga0.1P0.1Se0.9
,1.75,Zn0.9Hg0.1Se1
,1.74,Zn0.9Hg0.1Te1
mp-28787,0.0,Zn2BIr2
,1.1,Zn2InCuSe4
,1.05,Zn2InCuTe4
mp-1191333,4.2,Zn2MoSeO7
,0.0,Zn2Ni9O13
,0.0,Zn2Sb3O8
,0.0,Zn2SnN2
mp-1192126,4.1,Zn2TeMoO7
,0.0,Zn2WN2
mp-557683,2.6,Zn3(BO3)2
mp-30311,3.07,Zn3(PS4)2
,2.99,Zn3.5Ga1Sn0.5O6
,0.0,Zn3Cd
,0.0,Zn3Cu
,0.0,Zn3Cu10(TeO6)6
mp-9460,0.0,Zn3N2
mp-2071,1.15,Zn3P2
,3.0,Zn4.5Ga1Sn0.5O7
,2.99,Zn5.5Ga1Sn0.5O8
,2.71,Zn6S5Cl2
mp-30361,0.0,Zn8Ag5
,0.0,ZnAgF5
mp-7372,0.9,ZnAs
mp-1195627,4.6,ZnB12(H5O12)2
,0.0,ZnCrO2
mp-6408,2.1,ZnCu2GeS4
mp-10824,1.63,ZnCu2GeSe4
mp-1104843,2.33,ZnCu2SiSe4
mp-1078498,1.47,ZnCu2SiTe4
mp-1078918,1.44,ZnCu2SnSe4
mp-1079468,1.39,ZnCu2SnTe4
,0.0,ZnCu3P3O13
,0.0,ZnGaRh2
,2.65,ZnHg3(SCl2)2
,2.23,ZnHg3(SeCl2)2
mp-27161,4.53,ZnI2
,0.0,ZnIrO3
mp-753,1.05,ZnSb
,3.3,ZnSb2MoO7
,0.0,ZnSb3
mp-1189914,3.28,ZnSi(AgS2)2
mp-3595,2.12,ZnSiAs2
mp-4763,2.07,ZnSiP2
,0.0,ZnSn3
mp-13334,3.9,ZnSnO3
,2.37,ZnTc
,0.0,ZnWO2
mp-19792,0.0,Zr(Fe2Si)2
mp-505598,0.0,Zr(Ni2P)2
,1.71,Zr0.67Ta1.33N3.03O0.12
,2.48,Zr1.33Ta0.67N1.63O1.89
,2.31,Zr1.33Ta0.67N1.97O1.38
,1.93,Zr1.33Ta0.67N2.61O0.42
,1.26,Zr1.86Cu1S4
mp-541854,0.0,Zr2(Co7B2)3
mp-2557,0.0,Zr2Al
mp-972631,0.0,Zr2Co12P7
mp-14025,0.0,Zr2CuS4
mp-642803,0.0,Zr2HBr2
mp-602268,0.0,Zr2In5Ni
mp-18648,0.0,Zr2Ni12P7
mp-22642,0.0,Zr2Se
mp-21559,0.0,Zr2Te
,0.0,Zr3(Al2C3)2
mp-27961,0.0,Zr3(Cu2Si3)2
,0.0,Zr3Ag
mp-13470,0.0,Zr3Al2
mp-1630,0.0,Zr3Hg
mp-30748,0.0,Zr3Ir
,0.0,Zr3NiO
mp-561418,0.2,Zr3O
,0.0,Zr4AlNi2
mp-22233,0.0,Zr4Co4Ge7
mp-16724,0.0,Zr5Al3
mp-972176,0.0,Zr5Al3C
mp-505759,0.0,Zr5Sb3
mp-542816,0.0,Zr5SiSb3
mp-510522,0.0,Zr5Sn3
mp-543001,0.0,Zr5Sn4
mp-24670,0.0,Zr6Al2CoH10
,0.0,Zr6Al2Ni
mp-653981,0.0,Zr6NiCl15
,0.18,Zr6O
mp-12972,0.0,Zr6Sb2Pt
mp-583740,0.0,Zr7P4
,0.0,Zr7Sb4
mp-30183,0.0,ZrAl5Ni2
mp-567927,0.0,ZrAlPt
,0.0,ZrAlRu2
,0.0,ZrAlW
mp-17813,0.0,ZrAu4
mp-1472,0.0,ZrB2
mp-2795,0.6,ZrC
mp-1017540,0.0,ZrCd
mp-21591,0.0,ZrCrSi2
mp-601253,0.0,ZrGaPt
mp-2430,0.0,ZrGe2
mp-637736,0.0,ZrGeRu
,0.0,ZrHCl
,2.48,ZrHg4(AsCl3)2
mp-1200713,3.22,ZrHg4(PCl3)2
mp-623134,0.0,ZrInCu2
,0.0,ZrInPd2
,0.0,ZrInRh2
mp-715,0.0,ZrIr2
,0.0,ZrMo3
mp-1102687,0.0,ZrNiGe
mp-20697,0.55,ZrNiSb
,0.0,ZrNiSn
mp-2858,4.99,ZrO2
mp-1018102,0.0,ZrPd2
mp-30842,0.0,ZrPd3
mp-12109,0.0,ZrRe2
mp-669917,0.0,ZrRh
mp-10706,0.0,ZrRu3C
mp-1186,2.75,ZrS2
mp-569671,0.0,ZrSb
mp-31457,0.0,ZrSbRu
,0.0,ZrSe
mp-2076,2.0,ZrSe2
mp-1515,0.0,ZrSi2
mp-19917,0.0,ZrSiTe
,1.72,ZrTaN3
mp-1539,0.0,ZrTe
,0.0,ZrTi2O
mp-16548,0.0,ZrTiF6
mp-675,0.0,ZrW2
